seller_id,seller_city,seller_state,total_orders,total_transaction_revenue,total_freight_value,total_payment_value,average_order_value,average_review_score,first_order_month,last_order_month,active_months,total_products_sold,processing_time_days,total_subscription_fee
7994081388d55b9cf976c050653dd359,sao paulo,SP,1.0,13.46,14.6,134.6,120.0,5.0,2017-02,2017-02,1,1,4.891805555555556,45.9
7994b065a7ffb14e71c6312cf87b9de2,cariacica / es,ES,1.0,85.15,161.13,851.4200000000001,52.4,5.0,2018-06,2018-08,3,2,3.1743750000000004,137.7
79a679c36c08d606b3fd47ead9de109b,sao paulo,SP,1.0,358.58,137.22,3585.8,170.0,4.0,2018-03,2018-05,3,4,3.2516319444444446,137.7
79b93a308a97792cf53ac75f46da00b5,rio de janeiro,RJ,1.0,11.6,16.14,116.04,99.9,5.0,2017-07,2017-07,1,1,3.1723032407407405,45.9
79ebd9a61bac3eaf882805ed4ecfa12a,cascavel,PR,12.0,2051.34,4001.38,20512.86,119.9,4.5,2017-10,2018-08,11,3,5.2461168981481485,504.9
79ed755314cfe6df0daef2c6cd3022cd,rio claro,SP,2.0,431.32,443.28000000000003,4313.1,154.9,5.0,2017-02,2018-08,9,2,0.9629340277777777,413.09999999999997
7a241947449cc45dbfda4f9d0798d9d0,jacutinga,MG,3.0,2244.48,1934.74,22445.04,129.0,5.0,2017-03,2018-08,16,9,1.3629976851851853,734.4
7a2d2949aea47fab95fd98d6c9f618b1,curitiba,PR,1.0,237.69,211.24,2377.07,110.0,4.0,2017-02,2018-06,9,2,1.6682581018518519,413.09999999999997
7a425d299613df3e613bcf9d2eaf5c49,rio de janeiro,RJ,2.0,150.54,314.21999999999997,1505.47,50.0,5.0,2017-11,2018-08,7,1,0.9316782407407408,321.3
7a67c85e85bb2ce8582c35f2203ad736,sao paulo,SP,56.0,16351.22,21149.7,163514.89,118.99,5.0,2017-01,2018-08,20,4,1.101863425925926,918.0
7a704e63bb29c446869efde5d57524c8,francisco beltrao,PR,1.0,10.99,15.41,109.9,94.49,5.0,2018-01,2018-01,1,1,1.1256481481481482,45.9
7a91bf945c6fae0779f1c61ce97fe45c,mesquita,RJ,1.0,69.97,83.64,699.77,169.9,5.0,2017-07,2017-09,3,1,8.326574074074074,137.7
7a9c12e235c36247c3c81f50d6ea9cea,sao caetano do sul,SP,2.0,109.97,141.33,1099.59,164.98,5.0,2017-04,2017-05,2,1,3.2182870370370367,91.8
7aa4334be125fcdd2ba64b3180029f14,laranjal paulista,SP,21.0,2406.13,4554.29,24061.43,70.97,5.0,2017-03,2017-12,10,3,4.083443287037037,459.0
7aa538dd6e114e503a2e6154ea352253,catanduva,SP,1.0,111.86,101.92,1118.6,102.9,5.0,2018-04,2018-08,3,1,2.820358796296296,137.7
7ab0dd5487bab2dc835337b244f689fb,sao jose do rio preto,SP,1.0,2.35,10.96,23.46,12.5,5.0,2017-04,2017-04,1,1,0.822962962962963,45.9
7ad32824caee82087b3e2e5f33b1bf32,ibitinga,SP,17.0,3321.7,3369.72,33216.9,89.0,4.0,2018-01,2018-08,8,6,1.031875,367.2
7ad41305e96a6cab8294cd65891e9a86,rio bonito,SP,2.0,23.759999999999998,57.6,237.6,90.0,5.0,2018-06,2018-06,1,1,2.4781192129629632,45.9
7adbd3210a7b3cc2235e225eef33574d,sao paulo,SP,2.0,15.120000000000001,45.81999999999999,151.22,52.7,5.0,2018-08,2018-08,1,1,1.5991319444444443,45.9
7ade73f1b9b4e965f9009a4c3a7e2c15,bauru,SP,5.0,242.24,482.23,2422.71,79.9,5.0,2018-04,2018-08,5,2,2.2074594907407405,229.5
7b07b3c7487f0ea825fc6df75abd658b,sao paulo,SP,4.0,1133.52,1317.87,11334.81,76.8,5.0,2017-01,2018-08,19,2,1.39203125,872.1
7b0df942f46435babab05d49b744b2c4,braganca paulista,SP,2.0,2130.81,681.17,21307.79,397.79,5.0,2017-02,2018-06,14,1,1.0407175925925927,642.6
7b1222c3624aa89b9558b50a2594188c,sao jose do rio preto,SP,2.0,1056.12,457.57,10561.09,394.99,5.0,2017-02,2018-06,11,1,4.24734375,504.9
7b3447b497e55af8c15fc7bd89d7b81a,sao paulo,SP,1.0,7.07,20.75,70.65,49.9,5.0,2017-11,2017-11,1,1,9.89454861111111,45.9
7b3f6ce5c6c22e9b96e7581ebf0df6e1,tambau,SP,1.0,4.25,12.69,42.49,29.8,3.0,2017-12,2017-12,1,1,3.6839930555555553,45.9
7b7ed56ae755e2880f2b69632e839c1e,goiania,GO,5.0,45.65,135.1,456.6,33.9,5.0,2018-08,2018-08,1,1,1.0712847222222222,45.9
7b7f91e98f8c6def45a1407923304402,osasco,SP,2.0,113.84,203.01999999999998,1138.4099999999999,24.89,5.0,2018-04,2018-07,4,4,4.815561342592593,183.6
7b8e8ec35bad4b0ef7e3963650b0a87b,tubarao,SC,1.0,261.62,372.02,2616.3,659.8,5.0,2018-04,2018-07,3,1,0.5838888888888889,137.7
7b98de631987e26dd6d803490c43a13c,loanda,PR,2.0,77.87,144.43,778.63,71.9,5.0,2018-05,2018-08,4,1,1.7128645833333334,183.6
7bac63f6603d382cc8d0832eb6c100a8,sao paulo,SP,2.0,793.37,395.67,7933.56,394.99,4.0,2017-11,2018-08,7,1,1.6390162037037037,321.3
7bb8fac2913a6064ec412e583c6d8b4d,bauru,SP,1.0,12.55,16.52,125.52,109.0,5.0,2018-02,2018-02,1,1,0.42520833333333335,45.9
7bcd7c5f8631701474db233ccf1c094b,sao paulo,SP,2.0,55.1,132.04,551.04,37.0,5.0,2017-04,2017-08,4,1,5.413072916666667,183.6
7c1fea10b5b006671d608b1d7c446ec4,boituva,SP,2.0,90.17999999999999,224.15,901.67,29.9,4.0,2017-10,2018-06,7,3,1.719681712962963,321.3
7c4402417d51474d4d0cda9557340e40,sao caetano do sul,SP,1.0,14.76,27.69,147.59,119.9,5.0,2017-05,2017-05,1,1,1.8814351851851852,45.9
7c4618c82226628831613e95e9c22f44,sao roque,SP,1.0,49.1,158.31,490.90000000000003,29.99,5.0,2017-12,2018-08,7,2,1.3089351851851851,321.3
7c462184585ae80bd6e5774c62ce50f2,campinas,SP,1.0,15.52,17.64,155.28,30.0,3.0,2018-05,2018-05,1,2,14.015810185185185,45.9
7c4adcc13272c0e26fa23aac642adb7b,sao goncalo,RJ,1.0,16.560000000000002,30.630000000000003,165.63,67.5,3.0,2018-01,2018-02,2,1,1.839212962962963,91.8
7c51de0ab286204ce75ff42bf7c10d92,picarras,SC,2.0,90.87,149.64,908.64,208.5,4.5,2018-07,2018-08,2,1,0.9607118055555555,91.8
7c5b05cbdb5542049f38d90d7815b97d,sao paulo,SP,5.0,129.11,260.18,1290.8999999999999,44.99,5.0,2018-04,2018-07,4,2,0.758449074074074,183.6
7c67e1448b00f6e969d365cea6b010ab,itaquaquecetuba,SP,48.0,50519.87,53212.44,505195.81,136.99,4.0,2017-01,2018-08,20,11,10.987916666666667,918.0
7c9130f5f3729edd32aa059141d92484,garca,SP,1.0,29.49,67.15,294.96999999999997,31.5,4.0,2018-06,2018-08,2,2,1.1249652777777779,91.8
7caa63f175b1cecbfaadd8b5ab9998c7,sao paulo,SP,1.0,5.7,7.74,56.95,19.9,1.0,2018-01,2018-01,1,1,1.0652777777777778,45.9
7cb946b1ad19faebe28c3e86c2794ec3,sete lagoas,MG,1.0,4.01,15.1,40.1,25.0,5.0,2017-11,2017-11,1,1,0.6916898148148148,45.9
7cf4ea70955b00d6b3c22542598e2715,sao paulo,SP,1.0,20.48,14.91,204.81,189.9,5.0,2018-07,2018-07,1,1,0.3630324074074074,45.9
7d13fca15225358621be4086e1eb0964,ribeirao preto,SP,78.0,12547.63,8603.77,125476.83,144.0,5.0,2018-02,2018-08,7,5,3.092934027777778,321.3
7d294cf9a6a69dc6a0c3e540fff0e039,barra velha,SC,1.0,45.15,238.79,451.38,51.45,5.0,2018-05,2018-08,4,1,1.6164814814814814,183.6
7d456afc660226829370f3173d14520c,mogi das cruzes,SP,3.0,2410.43,1466.31,24105.17,70.0,5.0,2016-10,2018-08,15,7,1.1496064814814815,688.5
7d484ca289afaac6bf5fc6a1e96d2226,campo grande,MS,2.0,24.840000000000003,65.22,248.42000000000002,91.6,4.0,2018-08,2018-08,1,1,2.042181712962963,45.9
7d76b645482be4a332374e8223836592,sao paulo,SP,12.0,712.08,2601.7,7120.08,19.9,4.0,2017-07,2018-08,14,2,3.1575694444444444,642.6
7d7866a99a8656a42c7ff6352a433410,sao paulo,SP,2.0,14.18,42.96,141.85,23.7,4.5,2018-07,2018-08,2,1,0.4550694444444444,91.8
7d7d2b7a51328016102d4528c411d630,ibitinga,SP,2.0,131.17000000000002,160.71,1311.78,140.0,5.0,2018-04,2018-08,3,2,2.0377488425925927,137.7
7d81e74a4755b552267cd5e081563028,sao paulo,SP,1.0,4.0,7.49,39.99,32.5,4.0,2018-08,2018-08,1,1,0.8587847222222222,45.9
7d948535954aaf8c5d39db007f74372e,guaruja,SP,1.0,23.77,43.8,237.8,49.0,4.0,2017-07,2018-04,4,1,1.354849537037037,183.6
7daca0837f033a41a6f3428c18657533,tanabi,SP,2.0,139.72,203.09,1397.14,197.9,5.0,2018-04,2018-06,3,1,3.573576388888889,137.7
7dc8c42cc750eeafea6c85712ffee9bf,sao paulo,SP,2.0,1107.49,1211.31,11074.82,119.0,5.0,2016-10,2018-08,15,4,1.8978530092592591,688.5
7dc9a3355bae96dd82008b313d3a456c,dores de campos,MG,1.0,94.96,50.62,949.62,899.0,5.0,2018-06,2018-06,1,1,7.093530092592593,45.9
7ddcbb64b5bc1ef36ca8c151f6ec77df,sao paulo,SP,26.0,6306.05,8028.389999999999,63058.63,154.99,5.0,2017-07,2018-06,12,3,1.793883101851852,550.8
7dea6f73af847b42cc3985bd620f994d,cascavel,PR,2.0,38.019999999999996,56.17,380.17,162.0,4.0,2018-08,2018-08,1,1,1.8912268518518518,45.9
7df1fc11cc5cbc518b39faa60cf5d67c,campo grande,MS,1.0,117.19,134.36,1171.96,185.9,5.0,2018-04,2018-07,4,1,2.292523148148148,183.6
7e1fb0a3ebfb01ffb3a7dae98bf3238d,franca,SP,8.0,3342.18,2880.33,33421.28,150.0,5.0,2017-02,2018-08,19,4,0.9491550925925926,872.1
7e26c750b4cb9f6766f58265ff9ebe95,belo horizonte,MG,2.0,225.19,388.88,2252.2799999999997,49.8,5.0,2017-02,2017-10,9,2,2.0635185185185185,413.09999999999997
7e3f87d16fb353f408d467e74fbd8014,sao paulo,SP,6.0,641.51,1427.97,6415.22,42.894999999999996,5.0,2017-06,2018-08,15,2,1.5092881944444443,688.5
7e79d65b5c6f1f544b7daea036acf720,sao caetano do sul,SP,1.0,57.98,62.09,579.89,99.0,4.5,2017-06,2017-10,4,1,2.231759259259259,183.6
7e93a43ef30c4f03f38b393420bc753a,barueri,SP,15.0,17064.72,6089.72,170646.45,410.925,5.0,2016-10,2018-07,20,2,1.2821585648148148,918.0
7ea5bfa6c340f58f8e71fc1f0412b0d6,belo horizonte,MG,9.0,1343.05,1687.78,13429.75,115.0,5.0,2017-11,2018-08,10,3,1.8567361111111111,459.0
7ecd59e5e20407131822c1a68ac59c1f,brasilia,DF,2.0,323.18,604.73,3231.68,49.99,5.0,2017-11,2018-08,10,4,7.434074074074074,459.0
7ecef8194babfec876ca720714327841,campinas,SP,1.0,118.95,139.18,1189.48,47.95,4.0,2017-10,2018-07,5,2,1.0107638888888888,229.5
7f02656561b680def9986c0795a8a080,sao paulo,SP,1.0,5.39,11.85,53.85,42.0,5.0,2017-08,2017-08,1,1,3.5836574074074075,45.9
7f152321c60a266edc53af1925ef96c1,criciuma,SC,2.0,475.68,552.12,4756.93,159.99,5.0,2017-08,2018-08,10,2,1.980619212962963,459.0
7f2617c58d5d06806987308b45654351,sao paulo,SP,1.0,431.21999999999997,326.47,4312.69,149.9,4.0,2017-04,2018-06,12,2,1.9567592592592593,550.8
7f35f9daf223da737b78738fbae4d977,valinhos,SP,2.0,35.29,101.01,353.01,60.0,5.0,2018-06,2018-07,2,1,0.8554050925925926,91.8
7f40d06aa0b5f1aa4f41af8c0480e2ef,rio claro,SP,6.0,143.57,125.67999999999999,1435.62,244.99,5.0,2018-08,2018-08,1,1,0.7883275462962962,45.9
7f5e4d5efad7e44b91115dd1decb65f3,jacarei / sao paulo,SP,1.0,97.36,77.42,973.8000000000001,15.0,5.0,2018-05,2018-07,2,6,0.5073263888888889,91.8
7f7b8245c336066a1f9933c359f11d77,mogi mirim,SP,7.0,319.34,528.27,3193.08,49.99,5.0,2018-04,2018-08,5,3,2.5219791666666667,229.5
7fc87cc3e89b3d1d5cabdca32f8485aa,guarulhos,SP,3.0,283.59000000000003,681.92,2835.82,159.9,4.5,2018-05,2018-08,4,1,15.207476851851851,183.6
7fdb0720c8d7c9075538b365dc8c3a22,toledo,PR,2.0,316.40999999999997,484.31,3164.16,181.0,2.0,2018-04,2018-07,4,3,2.981869212962963,183.6
7fe21dd00d2f4943ae09525efa2fd674,rio de janeiro,RJ,1.0,18.9,19.21,189.01,84.9,5.0,2017-04,2017-07,2,1,3.2961631944444445,91.8
7ff588a03c2aeae4fbd23f9ae64b760d,guarulhos,SP,3.0,172.06,178.82,1720.66,56.54,5.0,2018-06,2018-08,3,2,0.6068055555555556,137.7
800214c63934acd05d47e84214db8ba8,jaragua do sul,SC,1.0,25.04,67.64,250.41,69.9,5.0,2017-03,2017-05,3,1,1.4985127314814815,137.7
804287717b9156fb7a787acd9af4fac1,maringa,PR,1.0,3.39,15.1,33.9,18.8,5.0,2017-06,2017-06,1,1,5.120127314814815,45.9
8060d731897e33b5c5ae575ce1e209e1,blumenau,SP,2.0,23.28,73.22,232.82,39.9,5.0,2018-05,2018-07,2,1,2.294189814814815,91.8
808d4348b916efa08e766ebad39f61eb,sao paulo,SP,9.0,89.73,247.3,897.41,21.9,5.0,2018-07,2018-08,2,1,1.1852314814814815,91.8
8090490573c6c0aa343a7231ebcb8c86,sao paulo - sp,SP,2.0,417.36,420.45,4173.4,149.9,5.0,2017-09,2018-08,10,1,0.8957175925925925,459.0
809413606dbfe5deefd2db646693ef67,sao paulo,SP,1.0,45.1,50.37,450.95,35.76,4.0,2017-11,2018-05,3,2,1.3816435185185185,137.7
80cfd480be3eb6d6267139f5cb793555,sao paulo,SP,1.0,12.63,26.44,126.34,99.9,4.0,2017-03,2017-03,1,1,6.089224537037037,45.9
80e6699fe29150b372a0c8a1ebf7dcc8,pinhais,PR,5.0,1400.82,2667.85,14007.74,113.0,5.0,2016-10,2018-05,18,2,1.274519675925926,826.1999999999999
80f2cf9abf6b5a0e5c612b5eea6646e6,sao jose do rio preto,SP,3.0,98.56,225.84,985.5,104.07,5.0,2018-04,2018-05,2,2,0.8605671296296297,91.8
8132b9bd16876e1b0f8808d43825dd48,florianopolis,SC,1.0,9.89,21.0,98.9,77.9,5.0,2017-05,2017-05,1,1,3.624050925925926,45.9
813348c996469b40f2e028d5429d3495,jundiai,SP,14.0,1796.97,3415.31,17969.63,58.9,5.0,2017-05,2018-04,12,3,1.3112673611111112,550.8
81336a0f57a33776419727a300249e90,sao carlos,SP,1.0,214.49,277.8,2144.66,51.6,5.0,2017-07,2018-04,9,2,7.591342592592593,413.09999999999997
8160255418d5aaa7dbdc9f4c64ebda44,ibitinga,SP,33.0,7075.4800000000005,7717.78,70755.3,105.9,4.0,2017-10,2018-08,11,7,2.3862847222222223,504.9
817245bcc3badd82bbd222e0366951a6,bauru,SP,2.0,1003.26,637.08,10033.08,149.9,4.0,2017-11,2018-07,9,4,0.9802662037037037,413.09999999999997
81783131d2a97c8d44d406a4be81b5d9,sorocaba,SP,3.0,99.71,124.64,997.07,66.41,5.0,2018-07,2018-08,2,2,2.723125,91.8
817f85dbb65aa3e70831d90fe75cdf89,tiete,SP,2.0,178.37,231.62,1783.8899999999999,128.9,5.0,2016-10,2017-03,4,1,23.418680555555557,183.6
8185694b58b2ba6de20fd41ae608bbea,tabao da serra,SP,2.0,160.26,230.26999999999998,1602.57,149.375,5.0,2018-03,2018-08,4,1,3.4731944444444443,183.6
818d28f936e791926d33bcb6ee94ef79,sao paulo,SP,1.0,12.530000000000001,41.53,125.23,27.9,4.0,2017-02,2017-03,2,1,4.150057870370371,91.8
81a1104df0f08b59c68aa5b03cfe398e,sao jose dos pinhais,PR,7.0,1074.23,1811.43,10743.56,99.9,5.0,2017-05,2018-04,10,1,1.300462962962963,459.0
81ed90f07c0bacb7594940ba2ef676aa,divinopolis,MG,1.0,25.75,33.56,257.46,111.95,4.5,2017-10,2017-11,2,1,7.3852314814814815,91.8
81f89e42267213cb94da7ddc301651da,presidente prudente,SP,46.0,596.56,840.6999999999999,5965.5599999999995,75.0,4.0,2018-08,2018-08,1,2,2.008865740740741,45.9
820c7c9eaf76d2b226b6c242bcf3f34d,sao paulo,SP,1.0,57.7,18.0,577.0,559.0,4.0,2017-02,2017-02,1,1,0.45207175925925924,45.9
820cc752a266cdc6c1a1e61dd4583330,maringa,PR,1.0,307.86,275.97,3078.77,109.9,4.0,2017-01,2018-05,11,1,1.9875925925925926,504.9
821fb029fc6e495ca4f08a35d51e53a5,sao paulo,SP,3.0,1855.0900000000001,1369.8400000000001,18551.14,389.0,4.0,2018-01,2018-08,7,1,1.216701388888889,321.3
822166ed1e47908f7cfb49946d03c726,tres rios,RJ,4.0,1072.55,2240.58,10725.94,22.49,5.0,2017-05,2018-07,14,7,2.1783680555555556,642.6
822b63912576852aea9a8436d72317b7,mogi guacu,SP,3.0,391.89,149.34,3918.99,195.99,5.0,2016-10,2017-01,2,2,4.7500231481481485,91.8
822bad9bc42b51213ba522fe87b7ab5d,balneario camboriu,SC,2.0,577.51,551.78,5774.74,219.0,5.0,2017-08,2018-06,8,2,5.4675115740740745,367.2
827f8f69dfa529c561901c4f2e0f332f,curitiba,PR,5.0,672.04,1628.54,6720.47,29.9,5.0,2016-10,2018-03,15,5,4.418761574074074,688.5
82921991ff5b557b045605b8bbf08d49,sao paulo,SP,1.0,3.71,18.23,37.13,18.9,5.0,2018-08,2018-08,1,1,0.6727546296296296,45.9
82bd0703a4aefd6b599e5bfdaed378fb,marilia,SP,2.0,416.31,381.97,4162.95,79.0,5.0,2016-10,2017-08,8,3,2.652638888888889,367.2
82cb9f452fe8334df74b22d37824b431,caxias do sul,RS,3.0,168.87,298.7,1688.8,49.1,5.0,2018-04,2018-08,4,3,1.1099652777777778,183.6
82e0a475a88cc9595229d8029273f045,sao paulo,SP,3.0,3289.35,1607.06,32894.03,99.8,4.0,2017-02,2018-01,11,6,3.1237268518518517,504.9
830379336fad8c6f3b15a4a3ddb5c66e,sao paulo,SP,1.0,50.84,120.16,508.32,67.0,5.0,2018-07,2018-07,1,2,2.0002199074074074,45.9
83353a83fd769dfafa4f21a72b15e3e5,sao paulo,SP,1.0,67.43,94.83,674.3299999999999,79.9,5.0,2017-04,2017-12,3,1,2.6260185185185185,137.7
834f3294fba9f932f56edc879193f925,araraquara,SP,5.0,4436.63,4390.32,44367.38,610.0,5.0,2017-05,2018-08,12,2,2.421851851851852,550.8
834f8533b2ecb6598dd004ff3de7203a,sao paulo,SP,2.0,622.13,1028.06,6221.44,89.15,4.5,2017-01,2018-08,14,2,4.455052083333333,642.6
835f0f7810c76831d6c7d24c7a646d4d,sao paulo,SP,3.0,755.01,991.83,7550.45,69.9,3.5,2017-02,2018-02,13,3,9.719479166666666,596.6999999999999
83645b1645cdee8953ee54c29ceed564,santa terezinha de itaipu,PR,1.0,124.52,266.2,1245.1,59.9,5.0,2017-03,2018-08,8,1,1.0438252314814815,367.2
8378eb36b6b70c5734e83ad7b8cdc3b7,itajai,SC,1.0,459.05,241.87,4590.43,109.0,5.0,2017-12,2018-07,5,3,6.34894675925926,229.5
83a75eea11694e36e56dd0cb2240229a,amparo,SP,1.0,52.95,42.47,529.47,159.0,5.0,2018-02,2018-04,3,1,1.3341782407407408,137.7
83b08de96980757220871b31bf6cffca,rio de janeiro,RJ,1.0,461.27,454.21,4612.88,99.89,5.0,2017-10,2018-05,4,3,4.848576388888889,183.6
83c465a786b06574376909b35ef6752a,sao carlos,SP,1.0,33.05,49.06,330.46000000000004,93.8,5.0,2018-06,2018-08,3,1,3.2005671296296296,137.7
83c8aafbefb034674a70de0eac5b8954,francisco beltrao,PR,1.0,18.58,50.97,185.87,67.45,5.0,2018-03,2018-07,2,1,0.3184837962962963,91.8
83deb69e889cf80f82be1dc6d5f2d486,florianopolis,SC,2.0,657.22,913.64,6572.63,157.4,5.0,2017-07,2018-08,14,2,4.35009837962963,642.6
83e197e95a1bbabc8c75e883ed016c47,mage,RJ,3.0,1050.05,978.4399999999999,10500.36,124.9,5.0,2017-01,2018-02,12,4,0.9185763888888889,550.8
83f2b4881141ce3fcd4e985125d3279e,ribeirao preto,SP,1.0,10.14,40.68,101.38,13.9,5.0,2018-01,2018-03,2,1,4.408854166666667,91.8
8444e55c1f13cd5c179851e5ca5ebd00,congonhal,MG,5.0,2848.67,2058.5099999999998,28486.65,131.9,4.0,2017-03,2018-06,16,6,8.074421296296297,734.4
845e8036c3f7bf62099352f5ed910240,rio de janeiro,RJ,5.0,293.16,552.41,2931.25,59.9,4.0,2018-05,2018-08,4,2,0.8678356481481482,183.6
8476243f92442881ddd5b578975cf115,campo bom,RS,2.0,819.01,307.89,8190.04,649.0,5.0,2018-03,2018-08,5,1,4.166747685185185,229.5
84c945f15571830c1a91a33978e94009,sao paulo,SP,1.0,7.8100000000000005,26.060000000000002,78.04,25.99,4.5,2017-03,2017-05,2,1,3.3041666666666667,91.8
84deb808079d1be601c209c1e771b1cc,curitiba,PR,1.0,5.81,38.31,58.14,11.9,5.0,2017-09,2017-11,2,1,1.0012152777777779,91.8
85044848b1b767db2a4a58526adef4b4,osasco,SP,1.0,30.55,64.91,305.51,57.900000000000006,4.0,2018-04,2018-07,4,1,0.8313483796296296,183.6
850857dfac77488c307e2b1cbd84ab5a,cascavel,PR,1.0,163.87,39.72,1638.72,1599.0,5.0,2018-06,2018-06,1,1,0.6869328703703703,45.9
850913d59ce317156b00f3705f1c3edb,atibaia,SP,5.0,286.85,518.9,2868.1,45.5,4.0,2018-03,2018-07,5,3,4.613310185185185,229.5
850f4f8af5ea87287ac68de36e29107f,sao paulo,SP,12.0,4691.75,3032.98,46918.909999999996,79.9,5.0,2017-04,2018-06,15,2,0.8818402777777777,688.5
851773c885feb5e2da3b4f82bc2b17ce,lencois paulista,SP,2.0,82.81,266.62,828.14,49.9,5.0,2018-02,2018-08,5,1,0.9490046296296296,229.5
855668e0971d4dfd7bef1b6a4133b41b,itatiba,SP,18.0,3891.98,7486.08,38921.25,52.0,5.0,2017-05,2018-08,16,3,3.2442592592592594,734.4
8581055ce74af1daba164fdbd55a40de,guarulhos,SP,23.0,9207.79,9674.82,92075.49,143.8,5.0,2017-01,2018-04,16,4,2.2629050925925926,734.4
85cc55e048b6bcc90c75afe7f0e72f72,barra mansa,RJ,2.0,39.5,166.59,395.08,31.4,5.0,2018-05,2018-07,3,1,0.69515625,137.7
85d9eb9ddc5d00ca9336a2219c97bb13,belo horizonte,MG,23.0,2522.02,8811.88,25219.93,31.9,5.0,2016-10,2018-08,21,4,5.503761574074074,963.9
85e7c62c1d6ea078c3897424f867a7c8,itapema,SC,1.0,8.77,27.7,87.7,30.0,4.5,2017-12,2018-01,2,1,3.1461863425925927,91.8
85ecf03781da592876b7844acc1b729f,sao paulo,SP,1.0,29.49,43.9,294.9,125.5,4.5,2018-07,2018-08,2,1,0.7849768518518518,91.8
8602a61d680a10a82cceeeda0d99ea3d,sao paulo,SP,1.0,182.59,306.3,1825.45,35.0,5.0,2017-08,2018-08,11,3,0.8969907407407407,504.9
8603f0038fe0e52fedd3382d266723de,garopaba,SC,1.0,284.51,490.12,2845.12,229.0,5.0,2017-04,2018-01,6,1,9.585561342592593,275.4
8629a7efec1aab257e58cda559f03ba7,goiania,GO,1.0,6.41,18.89,64.11,45.22,1.0,2018-02,2018-02,1,1,25.272222222222222,45.9
8629c241b3622ac12cd4118afdc8d394,ribeirao preto,SP,2.0,150.23,334.36,1502.02,99.06,5.0,2018-03,2018-07,5,1,2.470289351851852,229.5
863d2ebcd347ce4922de7a0f9a5581d6,rio de janeiro,RJ,2.0,173.12,294.94,1730.97,66.28999999999999,5.0,2017-07,2018-08,8,2,0.6321469907407407,367.2
8648b1e89e9b349e32d3741b30ec737e,jacarei,SP,7.0,967.21,1482.47,9671.460000000001,44.0,5.0,2017-09,2018-08,12,3,0.9291898148148148,550.8
866558b3bccef2dbc6d29a2b5995016f,arapongas,PR,1.0,209.59,351.35,2095.81,94.9,5.0,2017-10,2018-07,4,2,1.3712152777777777,183.6
86bb7c4b535e49a541baf3266b1c95b1,franca,SP,2.0,786.76,303.38,7867.88,597.9,4.0,2016-10,2018-02,7,1,2.454085648148148,321.3
86bf77bdb52e615674772d5817c6212f,viamao,RS,2.0,47.57,97.58,475.79999999999995,29.9,5.0,2018-04,2018-07,2,2,0.4317708333333333,91.8
86ccac0b835037332a596a33b6949ee1,blumenau,SC,10.0,2889.75,4000.44,28897.75,53.0,5.0,2017-03,2018-08,17,6,2.2176620370370372,780.3
86ff3eaef0267069cc891a2ed9d10a17,palhoca,SC,1.0,45.14,124.06,451.32,34.9,5.0,2018-04,2018-07,4,1,0.9775578703703703,183.6
870d0118f7a9d85960f29ad89d5d989a,pocos de caldas,MG,2.0,707.11,1389.8,7071.05,46.99,5.0,2017-04,2018-08,16,4,1.864976851851852,734.4
87142160b41353c4e5fca2360caf6f92,porto alegre,RS,15.0,4890.87,7474.77,48908.51,98.0,5.0,2017-02,2018-08,19,5,1.334675925925926,872.1
8759e7aedd644f487315e5860962f162,santo andre,SP,1.0,79.33,166.34,793.3399999999999,209.0,5.0,2017-11,2017-12,2,1,1.3666087962962963,91.8
876182d1918783bbe15233febfbd4926,sao paulo,SP,1.0,15.5,34.730000000000004,155.0,34.98,4.0,2017-05,2018-03,2,1,5.285347222222223,91.8
87b4428a334b8f676fd9a7f3bf544fb5,guaimbe,SP,1.0,4.9,37.98,48.98,29.99,5.0,2018-08,2018-08,1,1,1.6768287037037037,45.9
87b740daf17b5d1be335a64164ec6842,suzano,SP,1.0,1349.72,1382.46,13497.14,999.99,4.0,2017-02,2018-03,8,2,3.271284722222222,367.2
87d30a6a0cbf89356e49324971ab1d24,sao paulo,SP,2.0,234.99,215.78,2349.91,85.0,5.0,2017-12,2018-06,7,1,1.347986111111111,321.3
87d3c3aeb3ead335511b3ce315eb341e,sao paulo,SP,4.0,68.72,166.75,687.13,26.74,3.0,2018-06,2018-08,3,1,0.8623784722222223,137.7
87d73636a3acf123e842bb890a4db036,nhandeara,SP,1.0,31.36,43.71,313.61,269.9,5.0,2018-07,2018-07,1,1,1.2192013888888888,45.9
87e24fc7052259b1f7f607d61c10d8be,sao paulo,SP,2.0,728.83,214.65999999999997,7288.25,1099.0,4.0,2018-05,2018-08,3,1,9.221145833333333,137.7
880ce4951cf857ab1d9e0b75c1d856f4,belo horizont,MG,1.0,19.77,18.82,197.72,178.9,5.0,2018-02,2018-02,1,1,3.1514467592592594,45.9
883dd81e82754ac2c65e9790a7db8c9a,curitiba,PR,1.0,48.58,74.96000000000001,485.79,59.9,5.0,2017-10,2018-06,5,2,1.8046296296296296,229.5
88460e8ebdecbfecb5f9601833981930,maringa,PR,26.0,5772.33,5076.1,57721.36,77.9,4.0,2017-11,2018-08,9,6,6.533761574074074,413.09999999999997
888faa8bfb0b159c37de6d898b961c31,braco do norte,SC,3.0,593.22,526.7,5932.29,59.9,4.0,2017-08,2018-08,6,5,1.099050925925926,275.4
889009a0ed0bb52c87819941192931b8,lencois paulista,SP,1.0,12.3,33.08,122.98,89.9,4.0,2017-06,2017-06,1,1,0.12983796296296296,45.9
